,model_id,eval dataset,Performance,std
0,olmo1b_hf_ckpt424000_socialiqa_3epoch_2e-6_4shots,mnli_matched,0.33560876209882834,0.0047747151036286965
1,olmo1b_hf_ckpt738000_xsum_3epoch_2e-7_4shots,cnn,0.06093113920980165,0.0004070524650884239
2,olmo1b_hf_ckpt18000_paws_3epoch_2e-6_4shots,xsum,0.09632860031547044,0.0006384562167357828
3,olmo1b_checkpoint-1000_original_hf_4shots,cnn_instruct,0.09398842494254464,0.00045255275026395724
4,olmo1b_hf_ckpt505000_socialiqa_3epoch_2e-6_4shots,socialiqa_instruct,0.633125015206684,0.007306285908789524
5,olmo1b_checkpoint-18000_original_hf_4shots,xsum,0.11856305995852336,0.000572316517529117
6,olmo1b_original_hf_4shots,llmbar_Natural,0.575,0.04996749015356188
7,olmo1b_hf_ckpt1000_xsum_3epoch_2e-7_4shots,cnn,0.09711169253851143,0.00048341602628880926
8,olmo1b_hf_ckpt592000_paws_3epoch_2e-6_4shots,mnli_matched,0.3909819154355578,0.004950109564485745
9,olmo1b_checkpoint-738000_original_hf_4shots,llmbar_Adversarial_Neighbor,0.4253731343283582,0.042611859480176525
10,olmo1b_hf_ckpt505000_socialiqa_3epoch_2e-6_4shots,mnli_matched,0.3617435048395313,0.004847220152357857
11,olmo1b_checkpoint-342000_original_hf_4shots,rte_instruct,0.4608433734939759,0.010080668008299801
12,olmo1b_checkpoint-342000_original_hf_4shots,sciq,0.16562103422752658,0.004174279373440377
13,olmo1b_original_hf,socialiqa,0.03343192087546714,0.0008097436203347742
14,olmo1b_hf_ckpt424000_xsum_3epoch_2e-7_4shots,mnli_matched,0.3283749363219562,0.0046995055670160804
15,olmo1b_checkpoint-592000_original_hf_4shots,stsb_instruct,0.9960116026105874,0.001604386030961336
16,olmo1b_hf_ckpt505000_paws_3epoch_2e-6_4shots,stsb,0.7480058013052937,0.011567935594974675
17,olmo1b_checkpoint-18000_original_hf_4shots,mnli_matched_instruct,0.32760952623535405,0.004791419217076594
18,olmo1b_hf_ckpt1000_xsum_3epoch_2e-7_4shots,paws,0.557875,0.005544469094413084
19,olmo1b_checkpoint-342000_original_hf_4shots,sciq_instruct,0.18092232860846386,0.0038575035972397732
20,olmo1b_hf_ckpt738000_mnli_3epoch_2e-6_4shots,socialiqa,0.0,0.0
21,olmo1b_checkpoint-592000_original_hf_4shots,socialiqa,0.06383194409085649,0.0014657117426968398
22,olmo1b_checkpoint-592000_original_hf_4shots,llmbar_Adversarial_Manual,0.42391304347826086,0.07281782015844196
23,olmo1b_checkpoint-505000_original_hf_4shots,xlsum_inputoutput,0.0630541505103424,0.00042571669341279883
24,olmo1b_checkpoint-738000_original_hf_4shots,xsum_inputoutput,0.10855935425902086,0.0005685625076715466
25,olmo1b_checkpoint-592000_original_hf_4shots,xsum_instruct,0.10798788085105183,0.0006244615421032476
26,olmo1b_checkpoint-424000_original_hf_4shots,paws_instruct,0.5578125,0.0055550747376312696
27,olmo1b_hf_ckpt424000_mnli_3epoch_2e-6_4shots,mnli_matched_instruct,0.6827292409577178,0.0046983392991565434
28,olmo1b_checkpoint-592000_original_hf_4shots,xsum_inputoutput,0.11076047791146319,0.000550686782585387
29,olmo1b_hf_ckpt342000_mnli_3epoch_2e-6_4shots,socialiqa,0.0,0.0
30,olmo1b_hf_ckpt505000_xsum_3epoch_2e-7_4shots,xlsum_inputoutput,0.06499337350096171,0.00043878052541033926
31,olmo1b_hf_ckpt505000_tulu_5epoch_2e-6_4shots,mnli_matched_instruct,0.5290894039735099,0.005118605927938221
32,olmo1b_checkpoint-342000_original_hf_4shots,mnli_matched_instruct,0.3967906265919511,0.00492352277710856
33,olmo1b_checkpoint-738000_original_hf_4shots,cnn,0.061994506877563596,0.0003858641403307508
34,olmo1b_hf_ckpt505000_socialiqa_3epoch_2e-6_4shots,xsum,0.1417470758759034,0.0007830557807709427
35,olmo1b_hf_ckpt592000_socialiqa_3epoch_2e-6_4shots,socialiqa_instruct,0.6403904706576848,0.007174596892446927
36,olmo1b_original_hf_4shots,paws_instruct,0.5585609375,0.005626119796408836
37,olmo1b_hf_ckpt505000_mnli_3epoch_2e-6_4shots,mnli_mismatched_instruct,0.7575264442636289,0.004352019461176934
38,olmo1b_hf_ckpt18000_socialiqa_3epoch_2e-6_4shots,socialiqa_inputoutput,0.0810775177120622,0.0040756848150917575
39,olmo1b_checkpoint-592000_original_hf_4shots,mnli_mismatched,0.34321602929210737,0.0047114376078455835
40,olmo1b_checkpoint-1000_original_hf_4shots,llmbar_Adversarial_Manual,1.0,0.0
41,olmo1b_checkpoint-424000_original_hf_4shots,stsb_instruct,1.0,0.0
42,olmo1b_original_hf_4shots,mnli_mismatched_instruct,0.3295362082994304,0.004748184889772986
43,olmo1b_hf_ckpt342000_paws_3epoch_2e-6_4shots,paws_inputoutput,0.8086249999999999,0.004398166241404051
44,olmo1b_checkpoint-424000_original_hf_4shots,qqp_instruct,0.9999910477920018,4.352361823225461e-06
45,olmo1b_hf_ckpt1000_paws_3epoch_2e-6_4shots,paws_inputoutput,0.5580625,0.00550652887002823
46,olmo1b_checkpoint-505000_original_hf_4shots,socialiqa,0.05608307709087419,0.0010507425469394218
47,olmo1b_checkpoint-505000_original_hf_2shots,xlsum,0.0818973391979182,0.0007126574851634795
48,olmo1b_hf_ckpt738000_mnli_3epoch_2e-6_4shots,rte,0.6630522088353414,0.009487328176966979
49,olmo1b_checkpoint-424000_original_hf_4shots,cnn_instruct,0.06071685610705885,0.0003664931456340297
50,olmo1b_checkpoint-342000_original_hf_4shots,gpt3nli_instruct,0.3369,0.00275295890002425
51,olmo1b_hf_ckpt342000_xsum_3epoch_2e-7_4shots,xsum_instruct,0.09613333868533307,0.000828557473386283
52,olmo1b_hf_ckpt424000_paws_3epoch_2e-6_4shots,socialiqa,0.0,0.0
53,olmo1b_checkpoint-342000_original_hf_4shots,llmbar_Adversarial_Manual,0.7391304347826086,0.06559252317078157
54,olmo1b_checkpoint-505000_original_hf_4shots,mnli_mismatched,0.36391375101708706,0.004766258663331827
55,olmo1b_checkpoint-424000_original,socialiqa,0.02316203396161412,0.0007138813026472832
56,olmo1b_checkpoint-18000_original_hf_4shots,mnli_mismatched,0.33182338283157037,0.004826764020069917
57,olmo1b_hf_ckpt1000_paws_3epoch_2e-6_4shots,paws,0.5805,0.005418943442981755
58,olmo1b_hf_main_socialiqa_3epoch_2e-6_4shots,paws,0.5573140625,0.005616642135892505
59,olmo1b_checkpoint-1000_original_hf_4shots,gpt3nli,0.3333166666666667,0.002718528981276353
60,olmo1b_hf_ckpt342000_xsum_3epoch_2e-7_4shots,xlsum_inputoutput,0.05631844812868882,0.000404365882961127
61,olmo1b_checkpoint-592000_original_hf_4shots,mnli_matched_instruct,0.35904355578196634,0.0048682339036073
62,olmo1b_hf_ckpt505000_paws_3epoch_2e-6_4shots,xsum,0.0965969550485806,0.0008290027099024124
63,olmo1b_original_hf_4shots,paws,0.5579984375,0.005583662994021959
64,olmo1b_hf_ckpt592000_tulu_5epoch_2e-6_4shots,mnli_matched_instruct,0.36867167600611306,0.004883188756506808
65,olmo1b_checkpoint-18000_original,mnli_matched,0.35032857870606215,0.004752575231700838
66,olmo1b_hf_ckpt738000_tulu_5epoch_2e-6_4shots,llmbar_Adversarial_Manual,0.32608695652173914,0.06840083623357213
67,olmo1b_original_hf,rte,0.014658634538152611,0.0024061484704830526
68,olmo1b_checkpoint-592000_original_hf_4shots,sciq_instruct,0.15337619259054047,0.0032508791658973158
69,olmo1b_hf_ckpt738000_paws_3epoch_2e-6_4shots,paws_instruct,0.8069375,0.004397390730569816
70,olmo1b_hf_ckpt342000_mnli_3epoch_2e-6_4shots,mnli_mismatched_inputoutput,0.38064356183889336,0.0049195498285666255
71,olmo1b_checkpoint-505000_original_hf_4shots,tweetqa,0.07206423338143936,0.0007548811164635489
72,olmo1b_hf_ckpt592000_mnli_3epoch_2e-6,mnli_matched,0.82496306673459,0.00392633670338375
73,olmo1b_checkpoint-505000_original_hf_4shots,tweetqa_instruct,0.03943179802908133,0.0005188518362312099
74,olmo1b_checkpoint-505000_original_hf_4shots,stsb_instruct,0.998912255257433,0.0007015712374723199
75,olmo1b_hf_ckpt592000_mnli_3epoch_2e-6_4shots,mnli_mismatched_instruct,0.6740235964198535,0.004702863045755788
76,olmo1b_hf_ckpt1000_tulu_5epoch_2e-6_4shots,mnli_matched_instruct,0.35201095262353543,0.004971754954701529
77,olmo1b_hf_ckpt1000_paws_3epoch_2e-6_4shots,qqp,0.9999910477920018,4.336293328772568e-06
78,olmo1b_checkpoint-342000_original_hf_4shots,mnli_mismatched_instruct,0.40261391375101707,0.004957611206887589
79,olmo1b_hf_ckpt342000_socialiqa_3epoch_2e-6_4shots,sciq,0.008034997881936743,0.00124062606937705
80,olmo1b_checkpoint-424000_original_hf_4shots,gpt3nli,0.33743291666666664,0.00269665010352484
81,olmo1b_hf_ckpt505000_mnli_3epoch_2e-6_4shots,mnli_matched,0.7917982679572083,0.004133563586014189
82,olmo1b_checkpoint-592000_original_hf_4shots,rte_instruct,0.4401656626506024,0.009811352744753194
83,olmo1b_hf_ckpt18000_mnli_3epoch_2e-6_4shots,mnli_matched,0.5566492613346918,0.005125952520004886
84,olmo1b_hf_main_xsum_3epoch_2e-7_4shots,mnli_matched,0.3273051451859399,0.004721517036293053
85,olmo1b_original_hf,tweetqa,0.012331073468436031,0.00037843928781424845
86,olmo1b_hf_ckpt342000_tulu_5epoch_2e-6_4shots,socialiqa_instruct,0.2055663701107663,0.006302050124976717
87,olmo1b_checkpoint-505000_original_hf_4shots,mnli_matched_inputoutput,0.3247592969943963,0.004636759827269219
88,olmo1b_original_hf_4shots,xlsum,0.06214973749319069,0.0004610141327740586
89,olmo1b_checkpoint-1000_original_hf_4shots,qqp,0.9999782589234331,7.225806991130099e-06
90,olmo1b_checkpoint-505000_original_hf_4shots,xlsum_instruct,0.061082693482555156,0.0004128546211013354
91,olmo1b_hf_ckpt1000_socialiqa_3epoch_2e-6_4shots,socialiqa_instruct,0.045704815912892105,0.0035271807653718523
92,olmo1b_checkpoint-1000_original_hf_2shots,xlsum,0.08111107477159904,0.0005131014686952578
93,olmo1b_checkpoint-738000_original_hf_4shots,mnli_matched_instruct,0.32801961283749365,0.004797640767701655
94,olmo1b_hf_ckpt18000_xsum_3epoch_2e-7_4shots,xsum_instruct,0.1428248275414602,0.0008269727851555545
95,olmo1b_checkpoint-505000_original_hf_4shots,xsum_instruct,0.10281425414769908,0.0005424832722127429
96,olmo1b_checkpoint-738000_original_hf_4shots,rte_instruct,0.13092369477911647,0.006746387498644161
97,olmo1b_hf_ckpt592000_socialiqa_3epoch_2e-6_4shots,xsum,0.1342043979274437,0.0007263772032747182
98,olmo1b_hf_ckpt424000_paws_3epoch_2e-6_4shots,qqp,0.92730551328124,0.000425341301752299
99,olmo1b_hf_ckpt342000_paws_3epoch_2e-6_4shots,paws_instruct,0.849625,0.003923392685305657
100,olmo1b_hf_main_socialiqa_3epoch_2e-6_4shots,sciq,0.05019131826926338,0.0028928574960328025
101,olmo1b_original_hf_4shots,mnli_matched_instruct,0.33341823739174736,0.004741263737414768
102,olmo1b_hf_main_tulu_5epoch_2e-6_4shots,mnli_matched_instruct,0.5109526235354049,0.0050596666332444135
103,olmo1b_hf_ckpt738000_xsum_3epoch_2e-7_4shots,xlsum,0.06508009448203793,0.0004840772984351829
104,olmo1b_hf_ckpt18000_socialiqa_3epoch_2e-6_4shots,socialiqa_instruct,0.278342711341551,0.0064922467442328526
105,olmo1b_hf_main_socialiqa_3epoch_2e-6,socialiqa,0.7219417773345425,0.006686294591099561
106,olmo1b_hf_ckpt1000_socialiqa_3epoch_2e-6_4shots,tweetqa_instruct,0.003292126960628289,0.00022023958126864628
107,olmo1b_checkpoint-505000_original,socialiqa,0.019687909472967374,0.0006776935047808756
108,olmo1b_hf_ckpt424000_tulu_5epoch_2e-6_4shots,mnli_matched_instruct,0.5174223127865512,0.005144087833743929
109,olmo1b_checkpoint-18000_original_hf_4shots,paws_instruct,0.5581875000000001,0.005547527159636443
110,olmo1b_hf_ckpt738000_mnli_3epoch_2e-6_4shots,xsum,0.005277478691564452,0.00023636962148159646
111,olmo1b_hf_ckpt424000_mnli_3epoch_2e-6_4shots,rte,0.6528112449799197,0.009257076408794062
112,olmo1b_hf_ckpt18000_mnli_3epoch_2e-6_4shots,mnli_mismatched_instruct,0.4392811737184703,0.005156840639232077
113,olmo1b_hf_ckpt505000_paws_3epoch_2e-6_4shots,mnli_matched,0.323331635252165,0.004677667103997451
114,olmo1b_hf_ckpt1000_mnli_3epoch_2e-6_4shots,paws,0.5580624999999999,0.005623153058860454
115,olmo1b_hf_ckpt592000_tulu_5epoch_2e-6_4shots,llmbar_Adversarial_Neighbor,0.5597014925373134,0.04275147550997242
116,olmo1b_hf_main_mnli_3epoch_2e-6,rte,0.6493975903614457,0.009635398512554216
117,olmo1b_hf_ckpt505000_xsum_3epoch_2e-7_4shots,xsum_instruct,0.04781830192535806,0.000757047872037649
118,olmo1b_hf_ckpt592000_xsum_3epoch_2e-7_4shots,cnn,0.062487363922747834,0.0004320260124058127
119,olmo1b_checkpoint-738000_original_hf_4shots,xsum_instruct,0.11245880416092444,0.0005919022197112106
120,olmo1b_checkpoint-424000_original_hf_4shots,paws,0.5577484374999999,0.005589502679676463
121,olmo1b_checkpoint-342000_original_hf_4shots,tweetqa_instruct,0.06306948075101912,0.0005354888262356537
122,olmo1b_hf_ckpt342000_paws_3epoch_2e-6_4shots,paws,0.8738765625,0.0037314483093693184
123,olmo1b_hf_main_xsum_3epoch_2e-7_4shots,socialiqa,0.07033056663808475,0.0011983648524072543
124,olmo1b_hf_ckpt18000_mnli_3epoch_2e-6_4shots,rte,0.5311244979919678,0.010118471449825719
125,olmo1b_hf_ckpt505000_xsum_3epoch_2e-7_4shots,xlsum,0.0626052351117055,0.00043089690545712557
126,olmo1b_hf_ckpt1000_paws_3epoch_2e-6_4shots,stsb,1.0,0.0
127,olmo1b_hf_ckpt592000_mnli_3epoch_2e-6_4shots,gpt3nli,0.7280666666666666,0.0024998044266925277
128,olmo1b_checkpoint-342000_original_hf_4shots,socialiqa_inputoutput,0.09352383874310191,0.0011442159677486278
129,olmo1b_hf_ckpt738000_socialiqa_3epoch_2e-6_4shots,xsum,0.10366034626989593,0.0007073274634339418
130,olmo1b_hf_ckpt424000_socialiqa_3epoch_2e-6_4shots,paws,0.557625,0.005540563458005489
131,olmo1b_hf_main_xsum_3epoch_2e-7_4shots,xsum,0.1825717900396668,0.0011537128057353678
132,olmo1b_hf_ckpt1000_mnli_3epoch_2e-6_4shots,mnli_mismatched,0.35231768714401956,0.004984181387757842
133,olmo1b_checkpoint-592000_original_hf_4shots,tweetqa,0.06301430857328347,0.0007195449500197266
134,olmo1b_original_hf_4shots,llmbar_Adversarial_Manual,0.3369565217391305,0.06969688452868567
135,olmo1b_checkpoint-592000_original_hf_4shots,cnn,0.07531209815083198,0.0004076481226668205
136,olmo1b_hf_ckpt342000_mnli_3epoch_2e-6_4shots,mnli_mismatched_instruct,0.6898393002441009,0.004781733204792543
137,olmo1b_hf_ckpt505000_mnli_3epoch_2e-6_4shots,rte,0.6497991967871486,0.009406560074837526
138,olmo1b_hf_ckpt592000_tulu_5epoch_2e-6_4shots,llmbar_Adversarial_Manual,0.4891304347826087,0.0724360323084059
139,olmo1b_hf_ckpt592000_paws_3epoch_2e-6_4shots,paws_instruct,0.9086859375,0.0031263733216680464
140,olmo1b_hf_main_paws_3epoch_2e-6_4shots,paws,0.878125,0.0036700242539078644
141,olmo1b_hf_ckpt424000_mnli_3epoch_2e-6_4shots,mnli_matched,0.7837493632195619,0.004079905110789591
142,olmo1b_hf_ckpt1000_mnli_3epoch_2e-6_4shots,gpt3nli,0.33316625,0.0027473974854092
143,olmo1b_hf_ckpt592000_mnli_3epoch_2e-6_4shots,mnli_matched_instruct,0.6754444727457973,0.004799491897626491
144,olmo1b_checkpoint-424000_original_hf_4shots,llmbar_Adversarial_Manual,0.6953804347826094,0.07026700769708367
145,olmo1b_hf_ckpt505000_tulu_5epoch_2e-6_4shots,llmbar_Adversarial_Neighbor,0.5335820895522388,0.04336260641125821
146,olmo1b_hf_ckpt342000_mnli_3epoch_2e-6_4shots,xsum,0.035891061993020126,0.0006442960070612443
147,olmo1b_hf_ckpt1000_mnli_3epoch_2e-6_4shots,mnli_matched_instruct,0.354253693326541,0.004851543344186186
148,olmo1b_checkpoint-1000_original_hf_2shots,xsum,0.08443359264203798,0.00047744635238168353
149,olmo1b_checkpoint-738000_original_hf_4shots,qqp,0.9997608481577634,2.424066161476744e-05
150,olmo1b_hf_main_paws_3epoch_2e-6_4shots,paws_inputoutput,0.8790609375,0.003733529090379744
151,olmo1b_hf_ckpt592000_tulu_5epoch_2e-6_4shots,socialiqa_instruct,0.05809437966521558,0.0020752105419664575
152,olmo1b_checkpoint-505000_original_hf_4shots,qqp_instruct,0.9991265202767511,4.708542637525559e-05
153,olmo1b_hf_ckpt592000_tulu_5epoch_2e-6_4shots,llmbar_Natural,0.375,0.04870836240512913
154,olmo1b_checkpoint-592000_original_hf_4shots,gpt3nli_instruct,0.39016666666666666,0.0027985175296619063
155,olmo1b_hf_ckpt424000_paws_3epoch_2e-6_4shots,xsum,0.11174784226669128,0.0007733441745959888
156,olmo1b_hf_ckpt18000_socialiqa_3epoch_2e-6_4shots,socialiqa,0.47129916547969253,0.007908463624727993
157,olmo1b_checkpoint-18000_original_hf_4shots,tweetqa_instruct,0.06536380842769174,0.0005590883930597795
158,olmo1b_checkpoint-424000_original_hf_4shots,xlsum,0.05876357629815298,0.0004213849566475335
159,olmo1b_original_hf_4shots,xsum,0.07100120271384322,0.0007731305758273091
160,olmo1b_hf_ckpt592000_socialiqa_3epoch_2e-6_4shots,socialiqa,0.6543806186705368,0.006715601851343119
161,olmo1b_hf_ckpt738000_xsum_3epoch_2e-7_4shots,mnli_matched,0.3273560876209883,0.004825229195164509
162,olmo1b_hf_main_tulu_5epoch_2e-6_4shots,llmbar_Natural,0.4,0.049275267354727245
163,olmo1b_hf_ckpt592000_socialiqa_3epoch_2e-6_4shots,socialiqa_inputoutput,0.5201589238076154,0.007464081179022355
164,olmo1b_hf_ckpt342000_socialiqa_3epoch_2e-6_4shots,mnli_matched,0.35246943453897095,0.004809605121980458
165,olmo1b_hf_ckpt505000_socialiqa_3epoch_2e-6_4shots,sciq,0.051698675331484825,0.0030220478189191156
166,olmo1b_checkpoint-505000_original_hf_4shots,socialiqa_inputoutput,0.09217414349178425,0.0012901662942528258
167,olmo1b_hf_ckpt18000_socialiqa_3epoch_2e-6_4shots,tweetqa_instruct,0.07775674770796981,0.0008649627503366055
168,olmo1b_hf_ckpt738000_paws_3epoch_2e-6_4shots,qqp,0.4853950801222616,0.0007886160086875557
169,olmo1b_hf_main_mnli_3epoch_2e-6_4shots,mnli_mismatched_instruct,0.7601708706265256,0.004291820294153536
170,olmo1b_hf_ckpt18000_xsum_3epoch_2e-7_4shots,xsum_inputoutput,0.011640148868422216,0.00037518715376418614
171,olmo1b_hf_ckpt505000_socialiqa_3epoch_2e-6_4shots,tweetqa_instruct,0.013125052599488918,0.0005427246770545601
172,olmo1b_hf_ckpt342000_socialiqa_3epoch_2e-6_4shots,socialiqa_inputoutput,0.5578353280065942,0.007240145242535398
173,olmo1b_hf_ckpt342000_mnli_3epoch_2e-6_4shots,rte,0.6367469879518073,0.009491394176229942
174,olmo1b_hf_ckpt738000_mnli_3epoch_2e-6_4shots,mnli_mismatched_instruct,0.6349178702196908,0.00494379830397452
175,olmo1b_checkpoint-18000_original_hf_4shots,cnn,0.05856491299411525,0.0004647076265133681
176,olmo1b_hf_ckpt1000_socialiqa_3epoch_2e-6_4shots,mnli_matched,0.35272542027508913,0.00483538629413983
177,olmo1b_checkpoint-738000_original_hf_4shots,gpt3nli_instruct,0.3558004166666667,0.0027535996006810624
178,olmo1b_checkpoint-1000_original_hf_4shots,mnli_matched_inputoutput,0.33713576158940395,0.004709721622484995
179,olmo1b_hf_ckpt738000_paws_3epoch_2e-6_4shots,paws,0.7320609375,0.005022683308339474
180,olmo1b_hf_ckpt505000_mnli_3epoch_2e-6_4shots,paws,0.4526875,0.005702982670092525
181,olmo1b_hf_ckpt1000_tulu_5epoch_2e-6_4shots,llmbar_Adversarial_Manual,0.5108695652173914,0.07461145222376062
182,olmo1b_hf_main_paws_3epoch_2e-6_4shots,socialiqa,0.0,0.0
183,olmo1b_hf_ckpt1000_paws_3epoch_2e-6_4shots,paws_instruct,0.561375,0.005564052349132745
184,olmo1b_checkpoint-18000_original_hf_4shots,cnn_instruct,0.08013078944281637,0.0004404412575231237
185,olmo1b_checkpoint-18000_original_hf_4shots,sciq,0.06434860798797354,0.002726876766032033
186,olmo1b_hf_ckpt342000_tulu_5epoch_2e-6_4shots,mnli_matched_instruct,0.45175751400916964,0.004991441272088984
187,olmo1b_hf_ckpt342000_paws_3epoch_2e-6_4shots,qqp,0.888596165897203,0.0004971961464410418
188,olmo1b_checkpoint-1000_original_hf_4shots,xlsum,0.0761296961629569,0.0004620868899247433
189,olmo1b_checkpoint-738000_original_hf_4shots,paws_instruct,0.5580624999999999,0.005540672626731141
190,olmo1b_hf_ckpt592000_paws_3epoch_2e-6_4shots,stsb,0.7160986221899928,0.012149783587606516
191,olmo1b_checkpoint-342000_original_hf_4shots,xlsum_inputoutput,0.052753962916298025,0.0003905002311419291
192,olmo1b_hf_ckpt505000_xsum_3epoch_2e-7_4shots,cnn,0.06523965660946826,0.00042267789097219624
193,olmo1b_hf_ckpt1000_mnli_3epoch_2e-6_4shots,socialiqa,0.0,0.0
194,olmo1b_hf_ckpt424000_tulu_5epoch_2e-6_4shots,socialiqa_instruct,0.17323672924023908,0.005606471052220299
195,olmo1b_checkpoint-738000_original_hf_4shots,xlsum_instruct,0.05845174525424927,0.0004327564000300246
196,olmo1b_hf_ckpt738000_socialiqa_3epoch_2e-6_4shots,tweetqa_instruct,0.044658365021256335,0.0009368598594720665
197,olmo1b_hf_ckpt18000_tulu_5epoch_2e-6_4shots,llmbar_Natural,0.72,0.04532892335643002
198,olmo1b_hf_ckpt342000_paws_3epoch_2e-6_4shots,socialiqa,0.00031236057528278633,0.0001566418049595918
199,olmo1b_hf_ckpt342000_socialiqa_3epoch_2e-6_4shots,tweetqa,0.14455132745476618,0.0012390724024162714
200,olmo1b_hf_ckpt424000_xsum_3epoch_2e-7_4shots,cnn,0.05013566314671189,0.0003771989744764467
201,olmo1b_original_hf_4shots,mnli_matched_inputoutput,0.3250624044829343,0.004652894003929162
202,olmo1b_hf_ckpt18000_mnli_3epoch_2e-6_4shots,mnli_mismatched_inputoutput,0.33431651749389746,0.004852503205844264
203,olmo1b_hf_ckpt505000_mnli_3epoch_2e-6_4shots,socialiqa,0.0,0.0
204,olmo1b_hf_ckpt738000_paws_3epoch_2e-6_4shots,paws_inputoutput,0.8788125,0.003652874354884532
205,olmo1b_hf_ckpt424000_tulu_5epoch_2e-6_4shots,llmbar_Natural,0.2848750000000003,0.04481450486857507
206,olmo1b_hf_ckpt505000_paws_3epoch_2e-6_4shots,paws,0.9110015625000001,0.0031900470269866656
207,olmo1b_checkpoint-592000_original_hf_4shots,rte,0.5008082329317269,0.010106456498400309
208,olmo1b_checkpoint-738000_original_hf_4shots,xsum,0.08792711773413073,0.000811639273433372
209,olmo1b_hf_ckpt424000_xsum_3epoch_2e-7_4shots,xsum_inputoutput,0.1092552201281638,0.0006260704040537094
210,olmo1b_hf_ckpt18000_tulu_5epoch_2e-6_4shots,llmbar_Adversarial_Manual,0.3913043478260869,0.07055167002902589
211,olmo1b_checkpoint-592000_original_hf_4shots,paws,0.5440625,0.005607041316964921
212,olmo1b_hf_ckpt505000_xsum_3epoch_2e-7_4shots,mnli_matched,0.3531329597554763,0.004810908774277249
213,olmo1b_checkpoint-592000_original_hf_4shots,llmbar_Natural,0.47,0.049514580322919555
214,olmo1b_checkpoint-592000_original_hf_4shots,mnli_matched_inputoutput,0.32740575649516046,0.004770366818227359
215,olmo1b_hf_ckpt505000_mnli_3epoch_2e-6_4shots,mnli_mismatched,0.8091931956875509,0.004010748635746156
